80.4869 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1440, 900]. Using actual size
357.3727 	EXP 	page: autoDraw = True
357.4051 	EXP 	page: autoDraw = True
357.4551 	EXP 	page: autoDraw = True
357.4719 	EXP 	page: autoDraw = True
357.4884 	EXP 	page: autoDraw = True
357.5056 	EXP 	page: autoDraw = True
357.5215 	EXP 	page: autoDraw = True
357.5890 	EXP 	page: autoDraw = True
357.6055 	EXP 	page: autoDraw = True
357.6241 	EXP 	page: autoDraw = True
357.6411 	EXP 	page: autoDraw = True
357.6884 	EXP 	page: autoDraw = True
357.7052 	EXP 	page: autoDraw = True
357.7219 	EXP 	page: autoDraw = True
357.7382 	EXP 	page: autoDraw = True
357.7548 	EXP 	page: autoDraw = True
357.8048 	EXP 	page: autoDraw = True
357.8218 	EXP 	page: autoDraw = True
357.8387 	EXP 	page: autoDraw = True
357.8562 	EXP 	page: autoDraw = True
357.9141 	EXP 	page: autoDraw = True
357.9382 	EXP 	page: autoDraw = True
357.9552 	EXP 	page: autoDraw = True
357.9737 	EXP 	page: autoDraw = True
357.9908 	EXP 	page: autoDraw = True
358.0384 	EXP 	page: autoDraw = True
358.0557 	EXP 	page: autoDraw = True
358.0722 	EXP 	page: autoDraw = True
358.0896 	EXP 	page: autoDraw = True
358.1058 	EXP 	page: autoDraw = True
358.1546 	EXP 	page: autoDraw = True
358.1715 	EXP 	page: autoDraw = True
358.1892 	EXP 	page: autoDraw = True
358.1901 	DATA 	Mouse: Left button down, pos=(498,685)
358.2088 	EXP 	page: autoDraw = True
358.2088 	EXP 	stim4: color = '[0.1  0.1  0.25] (rgb)'
358.2635 	EXP 	page: autoDraw = True
358.2881 	EXP 	page: autoDraw = True
358.3058 	EXP 	page: autoDraw = True
358.3225 	EXP 	page: autoDraw = True
358.3406 	EXP 	page: autoDraw = True
358.3886 	EXP 	page: autoDraw = True
358.4059 	EXP 	page: autoDraw = True
358.4226 	EXP 	page: autoDraw = True
358.4385 	EXP 	page: autoDraw = True
358.4394 	DATA 	Mouse:  Left button up, pos=(498,685)
358.4554 	EXP 	page: autoDraw = True
358.5048 	EXP 	page: autoDraw = True
358.5215 	EXP 	page: autoDraw = True
358.5383 	EXP 	page: autoDraw = True
358.5556 	EXP 	page: autoDraw = True
358.5744 	EXP 	page: autoDraw = True
358.6211 	EXP 	page: autoDraw = True
358.6385 	EXP 	page: autoDraw = True
358.6558 	EXP 	page: autoDraw = True
358.6723 	EXP 	page: autoDraw = True
358.6899 	EXP 	page: autoDraw = True
358.7379 	EXP 	page: autoDraw = True
358.7556 	EXP 	page: autoDraw = True
358.7732 	EXP 	page: autoDraw = True
358.7916 	EXP 	page: autoDraw = True
358.8462 	EXP 	page: autoDraw = True
358.8718 	EXP 	page: autoDraw = True
358.8903 	EXP 	page: autoDraw = True
358.9096 	EXP 	page: autoDraw = True
358.9720 	EXP 	page: autoDraw = True
358.9895 	EXP 	page: autoDraw = True
359.0068 	EXP 	page: autoDraw = True
359.0719 	EXP 	page: autoDraw = True
359.0886 	EXP 	page: autoDraw = True
359.1052 	EXP 	page: autoDraw = True
359.1215 	EXP 	page: autoDraw = True
359.1386 	EXP 	page: autoDraw = True
359.2055 	EXP 	page: autoDraw = True
359.2228 	EXP 	page: autoDraw = True
359.2396 	EXP 	page: autoDraw = True
359.2590 	EXP 	page: autoDraw = True
359.3220 	EXP 	page: autoDraw = True
359.3389 	EXP 	page: autoDraw = True
359.3553 	EXP 	page: autoDraw = True
359.3725 	EXP 	page: autoDraw = True
359.4385 	EXP 	page: autoDraw = True
359.4549 	EXP 	page: autoDraw = True
359.4719 	EXP 	page: autoDraw = True
359.4890 	EXP 	page: autoDraw = True
359.5383 	EXP 	page: autoDraw = True
359.5561 	EXP 	page: autoDraw = True
359.5734 	EXP 	page: autoDraw = True
359.6043 	EXP 	page: autoDraw = True
359.6550 	EXP 	page: autoDraw = True
359.6720 	EXP 	page: autoDraw = True
359.6888 	EXP 	page: autoDraw = True
359.7072 	EXP 	page: autoDraw = True
359.7241 	EXP 	page: autoDraw = True
359.7711 	EXP 	page: autoDraw = True
359.7882 	EXP 	page: autoDraw = True
359.8048 	EXP 	page: autoDraw = True
359.8233 	EXP 	page: autoDraw = True
359.8402 	EXP 	page: autoDraw = True
359.8878 	EXP 	page: autoDraw = True
359.9043 	EXP 	page: autoDraw = True
359.9209 	EXP 	page: autoDraw = True
359.9367 	EXP 	page: autoDraw = True
359.9378 	DATA 	Mouse: Left button down, pos=(949,220)
359.9545 	EXP 	page: autoDraw = True
359.9545 	EXP 	stim8: color = '[0.1  0.1  0.25] (rgb)'
360.0043 	EXP 	page: autoDraw = True
360.0209 	EXP 	page: autoDraw = True
360.0376 	EXP 	page: autoDraw = True
360.0387 	DATA 	Mouse:  Left button up, pos=(949,220)
360.0553 	EXP 	page: autoDraw = True
360.0746 	EXP 	page: autoDraw = True
360.1389 	EXP 	page: autoDraw = True
360.1552 	EXP 	page: autoDraw = True
360.1722 	EXP 	page: autoDraw = True
360.2302 	EXP 	page: autoDraw = True
360.2550 	EXP 	page: autoDraw = True
360.2746 	EXP 	page: autoDraw = True
360.3052 	EXP 	page: autoDraw = True
360.3551 	EXP 	page: autoDraw = True
360.3717 	EXP 	page: autoDraw = True
360.3890 	EXP 	page: autoDraw = True
360.4052 	EXP 	page: autoDraw = True
360.4230 	EXP 	page: autoDraw = True
360.4886 	EXP 	page: autoDraw = True
360.5059 	EXP 	page: autoDraw = True
360.5222 	EXP 	page: autoDraw = True
360.5385 	EXP 	page: autoDraw = True
360.6047 	EXP 	page: autoDraw = True
360.6212 	EXP 	page: autoDraw = True
360.6386 	EXP 	page: autoDraw = True
360.6557 	EXP 	page: autoDraw = True
360.7222 	EXP 	page: autoDraw = True
360.7408 	EXP 	page: autoDraw = True
360.7566 	EXP 	page: autoDraw = True
360.8174 	EXP 	page: autoDraw = True
360.8382 	EXP 	page: autoDraw = True
360.8560 	EXP 	page: autoDraw = True
360.8884 	EXP 	page: autoDraw = True
360.9386 	EXP 	page: autoDraw = True
360.9553 	EXP 	page: autoDraw = True
360.9718 	EXP 	page: autoDraw = True
360.9896 	EXP 	page: autoDraw = True
361.0073 	EXP 	page: autoDraw = True
361.0545 	EXP 	page: autoDraw = True
361.0719 	EXP 	page: autoDraw = True
361.0898 	EXP 	page: autoDraw = True
361.1070 	EXP 	page: autoDraw = True
361.1230 	EXP 	page: autoDraw = True
361.1711 	EXP 	page: autoDraw = True
361.1877 	EXP 	page: autoDraw = True
361.2041 	EXP 	page: autoDraw = True
361.2209 	EXP 	page: autoDraw = True
361.2369 	EXP 	page: autoDraw = True
361.2878 	EXP 	page: autoDraw = True
361.3043 	EXP 	page: autoDraw = True
361.3208 	EXP 	page: autoDraw = True
361.3374 	EXP 	page: autoDraw = True
361.3541 	EXP 	page: autoDraw = True
361.4045 	EXP 	page: autoDraw = True
361.4216 	EXP 	page: autoDraw = True
361.4386 	EXP 	page: autoDraw = True
361.4563 	EXP 	page: autoDraw = True
361.4744 	EXP 	page: autoDraw = True
361.5211 	EXP 	page: autoDraw = True
361.5384 	EXP 	page: autoDraw = True
361.5550 	EXP 	page: autoDraw = True
361.5732 	EXP 	page: autoDraw = True
361.5905 	EXP 	page: autoDraw = True
361.5935 	DATA 	Mouse: Left button down, pos=(1041,471)
361.6376 	EXP 	page: autoDraw = True
361.6376 	EXP 	stim1: color = '[0.1  0.1  0.25] (rgb)'
361.6542 	EXP 	page: autoDraw = True
361.6706 	EXP 	page: autoDraw = True
361.6870 	EXP 	page: autoDraw = True
361.6880 	DATA 	Mouse:  Left button up, pos=(1041,471)
361.7046 	EXP 	page: autoDraw = True
361.7541 	EXP 	page: autoDraw = True
361.7707 	EXP 	page: autoDraw = True
361.7879 	EXP 	page: autoDraw = True
361.8045 	EXP 	page: autoDraw = True
361.8217 	EXP 	page: autoDraw = True
361.8711 	EXP 	page: autoDraw = True
361.8882 	EXP 	page: autoDraw = True
361.9055 	EXP 	page: autoDraw = True
361.9223 	EXP 	page: autoDraw = True
361.9410 	EXP 	page: autoDraw = True
361.9877 	EXP 	page: autoDraw = True
362.0043 	EXP 	page: autoDraw = True
362.0209 	EXP 	page: autoDraw = True
362.0369 	EXP 	page: autoDraw = True
362.0534 	EXP 	page: autoDraw = True
362.1042 	EXP 	page: autoDraw = True
362.1209 	EXP 	page: autoDraw = True
362.1375 	EXP 	page: autoDraw = True
362.1539 	EXP 	page: autoDraw = True
362.1715 	EXP 	page: autoDraw = True
362.2213 	EXP 	page: autoDraw = True
362.2385 	EXP 	page: autoDraw = True
362.2558 	EXP 	page: autoDraw = True
362.2733 	EXP 	page: autoDraw = True
362.2913 	EXP 	page: autoDraw = True
362.3376 	EXP 	page: autoDraw = True
362.3551 	EXP 	page: autoDraw = True
362.3727 	EXP 	page: autoDraw = True
362.4050 	EXP 	page: autoDraw = True
362.4550 	EXP 	page: autoDraw = True
362.4720 	EXP 	page: autoDraw = True
362.4884 	EXP 	page: autoDraw = True
362.5056 	EXP 	page: autoDraw = True
362.5219 	EXP 	page: autoDraw = True
362.5715 	EXP 	page: autoDraw = True
362.5885 	EXP 	page: autoDraw = True
362.6052 	EXP 	page: autoDraw = True
362.6234 	EXP 	page: autoDraw = True
362.6406 	EXP 	page: autoDraw = True
362.6883 	EXP 	page: autoDraw = True
362.7054 	EXP 	page: autoDraw = True
362.7221 	EXP 	page: autoDraw = True
362.7382 	EXP 	page: autoDraw = True
362.7545 	EXP 	page: autoDraw = True
362.8044 	EXP 	page: autoDraw = True
362.8208 	EXP 	page: autoDraw = True
362.8373 	EXP 	page: autoDraw = True
362.8543 	EXP 	page: autoDraw = True
362.8710 	EXP 	page: autoDraw = True
362.9215 	EXP 	page: autoDraw = True
362.9226 	DATA 	Mouse: Left button down, pos=(732,786)
362.9401 	EXP 	page: autoDraw = True
362.9401 	EXP 	stim3: color = '[0.1  0.1  0.25] (rgb)'
362.9561 	EXP 	page: autoDraw = True
362.9748 	EXP 	page: autoDraw = True
363.0363 	EXP 	page: autoDraw = True
363.0370 	DATA 	Mouse:  Left button up, pos=(732,786)
363.0546 	EXP 	page: autoDraw = True
363.0725 	EXP 	page: autoDraw = True
363.0892 	EXP 	page: autoDraw = True
363.1051 	EXP 	page: autoDraw = True
363.1721 	EXP 	page: autoDraw = True
363.1897 	EXP 	page: autoDraw = True
363.2058 	EXP 	page: autoDraw = True
363.2240 	EXP 	page: autoDraw = True
363.2711 	EXP 	page: autoDraw = True
363.2873 	EXP 	page: autoDraw = True
363.3042 	EXP 	page: autoDraw = True
363.3200 	EXP 	page: autoDraw = True
363.3368 	EXP 	page: autoDraw = True
363.4049 	EXP 	page: autoDraw = True
363.4216 	EXP 	page: autoDraw = True
363.4387 	EXP 	page: autoDraw = True
363.4548 	EXP 	page: autoDraw = True
363.5046 	EXP 	page: autoDraw = True
363.5206 	EXP 	page: autoDraw = True
363.5373 	EXP 	page: autoDraw = True
363.5536 	EXP 	page: autoDraw = True
363.5701 	EXP 	page: autoDraw = True
363.6171 	EXP 	page: autoDraw = True
363.6374 	EXP 	page: autoDraw = True
363.6541 	EXP 	page: autoDraw = True
363.6712 	EXP 	page: autoDraw = True
363.6880 	EXP 	page: autoDraw = True
363.7373 	EXP 	page: autoDraw = True
363.7545 	EXP 	page: autoDraw = True
363.7711 	EXP 	page: autoDraw = True
363.7883 	EXP 	page: autoDraw = True
363.8046 	EXP 	page: autoDraw = True
363.8544 	EXP 	page: autoDraw = True
363.8709 	EXP 	page: autoDraw = True
363.8876 	EXP 	page: autoDraw = True
363.9047 	EXP 	page: autoDraw = True
363.9209 	EXP 	page: autoDraw = True
363.9717 	EXP 	page: autoDraw = True
363.9892 	EXP 	page: autoDraw = True
364.0056 	EXP 	page: autoDraw = True
364.0225 	EXP 	page: autoDraw = True
364.0384 	EXP 	page: autoDraw = True
364.1058 	EXP 	page: autoDraw = True
364.1222 	EXP 	page: autoDraw = True
364.1410 	EXP 	page: autoDraw = True
364.1576 	EXP 	page: autoDraw = True
364.2049 	EXP 	page: autoDraw = True
364.2221 	EXP 	page: autoDraw = True
364.2393 	EXP 	page: autoDraw = True
364.2573 	EXP 	page: autoDraw = True
364.3195 	EXP 	page: autoDraw = True
364.3379 	EXP 	page: autoDraw = True
364.3550 	EXP 	page: autoDraw = True
364.3723 	EXP 	page: autoDraw = True
364.3924 	EXP 	page: autoDraw = True
364.4382 	EXP 	page: autoDraw = True
364.4557 	EXP 	page: autoDraw = True
364.4718 	EXP 	page: autoDraw = True
364.4885 	EXP 	page: autoDraw = True
364.5053 	EXP 	page: autoDraw = True
364.5546 	EXP 	page: autoDraw = True
364.5716 	EXP 	page: autoDraw = True
364.5899 	EXP 	page: autoDraw = True
364.5909 	DATA 	Mouse: Left button down, pos=(484,219)
364.6087 	EXP 	page: autoDraw = True
364.6087 	EXP 	stim6: color = '[0.1  0.1  0.25] (rgb)'
364.6669 	EXP 	page: autoDraw = True
364.6881 	EXP 	page: autoDraw = True
364.6888 	DATA 	Mouse:  Left button up, pos=(484,219)
364.7056 	EXP 	page: autoDraw = True
364.7222 	EXP 	page: autoDraw = True
364.7398 	EXP 	page: autoDraw = True
364.7879 	EXP 	page: autoDraw = True
364.8039 	EXP 	page: autoDraw = True
364.8209 	EXP 	page: autoDraw = True
364.8368 	EXP 	page: autoDraw = True
364.8537 	EXP 	page: autoDraw = True
364.9039 	EXP 	page: autoDraw = True
364.9207 	EXP 	page: autoDraw = True
364.9372 	EXP 	page: autoDraw = True
364.9541 	EXP 	page: autoDraw = True
364.9708 	EXP 	page: autoDraw = True
365.0212 	EXP 	page: autoDraw = True
365.0383 	EXP 	page: autoDraw = True
365.0551 	EXP 	page: autoDraw = True
365.0749 	EXP 	page: autoDraw = True
365.1308 	EXP 	page: autoDraw = True
365.1549 	EXP 	page: autoDraw = True
365.1743 	EXP 	page: autoDraw = True
365.2054 	EXP 	page: autoDraw = True
365.2717 	EXP 	page: autoDraw = True
365.2891 	EXP 	page: autoDraw = True
365.3073 	EXP 	page: autoDraw = True
365.3242 	EXP 	page: autoDraw = True
365.3716 	EXP 	page: autoDraw = True
365.3890 	EXP 	page: autoDraw = True
365.4061 	EXP 	page: autoDraw = True
365.4251 	EXP 	page: autoDraw = True
365.4777 	EXP 	page: autoDraw = True
365.5054 	EXP 	page: autoDraw = True
365.5066 	DATA 	Mouse: Left button down, pos=(387,455)
365.5255 	EXP 	page: autoDraw = True
365.5255 	EXP 	stim5: color = '[0.1  0.1  0.25] (rgb)'
365.5552 	EXP 	page: autoDraw = True
365.5576 	DATA 	Mouse:  Left button up, pos=(387,455)
365.6050 	EXP 	page: autoDraw = True
365.6223 	EXP 	page: autoDraw = True
365.6392 	EXP 	page: autoDraw = True
365.6562 	EXP 	page: autoDraw = True
365.6749 	EXP 	page: autoDraw = True
365.7210 	EXP 	page: autoDraw = True
365.7380 	EXP 	page: autoDraw = True
365.7550 	EXP 	page: autoDraw = True
365.7731 	EXP 	page: autoDraw = True
365.7917 	EXP 	page: autoDraw = True
365.8376 	EXP 	page: autoDraw = True
365.8554 	EXP 	page: autoDraw = True
365.8718 	EXP 	page: autoDraw = True
365.8891 	EXP 	page: autoDraw = True
365.9075 	EXP 	page: autoDraw = True
365.9543 	EXP 	page: autoDraw = True
365.9708 	EXP 	page: autoDraw = True
365.9877 	EXP 	page: autoDraw = True
366.0036 	EXP 	page: autoDraw = True
366.0207 	EXP 	page: autoDraw = True
366.0710 	EXP 	page: autoDraw = True
366.0876 	EXP 	page: autoDraw = True
366.1044 	EXP 	page: autoDraw = True
366.1207 	EXP 	page: autoDraw = True
366.1379 	EXP 	page: autoDraw = True
366.2056 	EXP 	page: autoDraw = True
366.2226 	EXP 	page: autoDraw = True
366.2388 	EXP 	page: autoDraw = True
366.2552 	EXP 	page: autoDraw = True
366.3044 	EXP 	page: autoDraw = True
366.3208 	EXP 	page: autoDraw = True
366.3373 	EXP 	page: autoDraw = True
366.3535 	EXP 	page: autoDraw = True
366.3699 	EXP 	page: autoDraw = True
366.4206 	EXP 	page: autoDraw = True
366.4213 	DATA 	Mouse: Left button down, pos=(950,693)
366.4376 	EXP 	page: autoDraw = True
366.4376 	EXP 	stim2: color = '[0.1  0.1  0.25] (rgb)'
366.4376 	EXP 	stim1: autoDraw = False
366.4376 	EXP 	stim2: autoDraw = False
366.4376 	EXP 	stim3: autoDraw = False
366.4376 	EXP 	stim4: autoDraw = False
366.4376 	EXP 	stim5: autoDraw = False
366.4376 	EXP 	stim6: autoDraw = False
366.4376 	EXP 	stim7: autoDraw = False
366.4376 	EXP 	stim8: autoDraw = False
366.4376 	EXP 	ref: autoDraw = False
366.7896 	EXP 	New trial (rep=0, index=8): OrderedDict([('ref', 'sparrow'), ('stim1', 'monkey'), ('stim2', 'eagle'), ('stim3', 'rat'), ('stim4', 'bluebird'), ('stim5', 'snail'), ('stim6', 'lizard'), ('stim7', 'ant'), ('stim8', 'horse')])
366.8163 	DATA 	Mouse:  Left button up, pos=(950,693)
366.8389 	EXP 	stim1: text = 'monkey'
366.8389 	EXP 	stim2: text = 'eagle'
366.8389 	EXP 	stim3: text = 'rat'
366.8389 	EXP 	stim4: text = 'bluebird'
366.8389 	EXP 	stim5: text = 'snail'
366.8389 	EXP 	stim6: text = 'lizard'
366.8389 	EXP 	stim7: text = 'ant'
366.8389 	EXP 	stim8: text = 'horse'
366.8389 	EXP 	ref: text = 'sparrow'
366.8389 	EXP 	page: text = '9'
366.8389 	EXP 	stim1: color = 'white (named)'
366.8389 	EXP 	stim2: color = 'white (named)'
366.8389 	EXP 	stim3: color = 'white (named)'
366.8389 	EXP 	stim4: color = 'white (named)'
366.8389 	EXP 	stim5: color = 'white (named)'
366.8389 	EXP 	stim6: color = 'white (named)'
366.8389 	EXP 	stim7: color = 'white (named)'
366.8389 	EXP 	stim8: color = 'white (named)'
366.8389 	EXP 	page: autoDraw = True
366.8389 	EXP 	stim1: autoDraw = True
366.8389 	EXP 	stim2: autoDraw = True
366.8389 	EXP 	stim3: autoDraw = True
366.8389 	EXP 	stim4: autoDraw = True
366.8389 	EXP 	stim5: autoDraw = True
366.8389 	EXP 	stim6: autoDraw = True
366.8389 	EXP 	stim7: autoDraw = True
366.8389 	EXP 	stim8: autoDraw = True
366.8389 	EXP 	ref: autoDraw = True
366.8585 	EXP 	page: autoDraw = True
366.9224 	EXP 	page: autoDraw = True
366.9397 	EXP 	page: autoDraw = True
366.9557 	EXP 	page: autoDraw = True
366.9738 	EXP 	page: autoDraw = True
366.9907 	EXP 	page: autoDraw = True
367.0381 	EXP 	page: autoDraw = True
367.0556 	EXP 	page: autoDraw = True
367.0719 	EXP 	page: autoDraw = True
367.0885 	EXP 	page: autoDraw = True
367.1052 	EXP 	page: autoDraw = True
367.1552 	EXP 	page: autoDraw = True
367.1713 	EXP 	page: autoDraw = True
367.1884 	EXP 	page: autoDraw = True
367.2047 	EXP 	page: autoDraw = True
367.2226 	EXP 	page: autoDraw = True
367.2706 	EXP 	page: autoDraw = True
367.2875 	EXP 	page: autoDraw = True
367.3046 	EXP 	page: autoDraw = True
367.3210 	EXP 	page: autoDraw = True
367.3386 	EXP 	page: autoDraw = True
367.3876 	EXP 	page: autoDraw = True
367.4046 	EXP 	page: autoDraw = True
367.4209 	EXP 	page: autoDraw = True
367.4370 	EXP 	page: autoDraw = True
367.4537 	EXP 	page: autoDraw = True
367.5040 	EXP 	page: autoDraw = True
367.5203 	EXP 	page: autoDraw = True
367.5376 	EXP 	page: autoDraw = True
367.5540 	EXP 	page: autoDraw = True
367.5720 	EXP 	page: autoDraw = True
367.6209 	EXP 	page: autoDraw = True
367.6380 	EXP 	page: autoDraw = True
367.6555 	EXP 	page: autoDraw = True
367.6732 	EXP 	page: autoDraw = True
367.6915 	EXP 	page: autoDraw = True
367.7376 	EXP 	page: autoDraw = True
367.7551 	EXP 	page: autoDraw = True
367.7721 	EXP 	page: autoDraw = True
367.7909 	EXP 	page: autoDraw = True
367.8081 	EXP 	page: autoDraw = True
367.8550 	EXP 	page: autoDraw = True
367.8721 	EXP 	page: autoDraw = True
367.8887 	EXP 	page: autoDraw = True
367.9059 	EXP 	page: autoDraw = True
367.9216 	EXP 	page: autoDraw = True
367.9714 	EXP 	page: autoDraw = True
367.9900 	EXP 	page: autoDraw = True
368.0062 	EXP 	page: autoDraw = True
368.0251 	EXP 	page: autoDraw = True
368.0796 	EXP 	page: autoDraw = True
368.1052 	EXP 	page: autoDraw = True
368.1231 	EXP 	page: autoDraw = True
368.1411 	EXP 	page: autoDraw = True
368.2053 	EXP 	page: autoDraw = True
368.2222 	EXP 	page: autoDraw = True
368.2386 	EXP 	page: autoDraw = True
368.2548 	EXP 	page: autoDraw = True
368.3076 	EXP 	page: autoDraw = True
368.3234 	EXP 	page: autoDraw = True
368.3387 	EXP 	page: autoDraw = True
368.3537 	EXP 	page: autoDraw = True
368.3699 	EXP 	page: autoDraw = True
368.4199 	EXP 	page: autoDraw = True
368.4375 	EXP 	page: autoDraw = True
368.4543 	EXP 	page: autoDraw = True
368.4730 	EXP 	page: autoDraw = True
368.4895 	EXP 	page: autoDraw = True
368.5370 	EXP 	page: autoDraw = True
368.5538 	EXP 	page: autoDraw = True
368.5710 	EXP 	page: autoDraw = True
368.5881 	EXP 	page: autoDraw = True
368.6043 	EXP 	page: autoDraw = True
368.6716 	EXP 	page: autoDraw = True
368.6878 	EXP 	page: autoDraw = True
368.7056 	EXP 	page: autoDraw = True
368.7227 	EXP 	page: autoDraw = True
368.7716 	EXP 	page: autoDraw = True
368.7881 	EXP 	page: autoDraw = True
368.8046 	EXP 	page: autoDraw = True
368.8222 	EXP 	page: autoDraw = True
368.8389 	EXP 	page: autoDraw = True
368.8882 	EXP 	page: autoDraw = True
368.9048 	EXP 	page: autoDraw = True
368.9217 	EXP 	page: autoDraw = True
368.9382 	EXP 	page: autoDraw = True
368.9541 	EXP 	page: autoDraw = True
369.0222 	EXP 	page: autoDraw = True
369.0389 	EXP 	page: autoDraw = True
369.0558 	EXP 	page: autoDraw = True
369.1124 	EXP 	page: autoDraw = True
369.1382 	EXP 	page: autoDraw = True
369.1553 	EXP 	page: autoDraw = True
369.1747 	EXP 	page: autoDraw = True
369.2383 	EXP 	page: autoDraw = True
369.2561 	EXP 	page: autoDraw = True
369.2731 	EXP 	page: autoDraw = True
369.2916 	EXP 	page: autoDraw = True
369.3418 	EXP 	page: autoDraw = True
369.3581 	EXP 	page: autoDraw = True
369.3745 	EXP 	page: autoDraw = True
369.3913 	EXP 	page: autoDraw = True
369.4087 	EXP 	page: autoDraw = True
369.4720 	EXP 	page: autoDraw = True
369.4885 	EXP 	page: autoDraw = True
369.5061 	EXP 	page: autoDraw = True
369.5221 	EXP 	page: autoDraw = True
369.5881 	EXP 	page: autoDraw = True
369.6044 	EXP 	page: autoDraw = True
369.6215 	EXP 	page: autoDraw = True
369.6378 	EXP 	page: autoDraw = True
369.7053 	EXP 	page: autoDraw = True
369.7221 	EXP 	page: autoDraw = True
369.7383 	EXP 	page: autoDraw = True
369.7545 	EXP 	page: autoDraw = True
369.8043 	EXP 	page: autoDraw = True
369.8210 	EXP 	page: autoDraw = True
369.8374 	EXP 	page: autoDraw = True
369.8556 	EXP 	page: autoDraw = True
369.8713 	EXP 	page: autoDraw = True
369.9207 	EXP 	page: autoDraw = True
369.9374 	EXP 	page: autoDraw = True
369.9539 	EXP 	page: autoDraw = True
369.9705 	EXP 	page: autoDraw = True
369.9877 	EXP 	page: autoDraw = True
370.0378 	EXP 	page: autoDraw = True
370.0553 	EXP 	page: autoDraw = True
370.0718 	EXP 	page: autoDraw = True
370.0888 	EXP 	page: autoDraw = True
370.0900 	DATA 	Mouse: Left button down, pos=(481,682)
370.1527 	EXP 	page: autoDraw = True
370.1527 	EXP 	stim4: color = '[0.1  0.1  0.25] (rgb)'
370.1729 	EXP 	page: autoDraw = True
370.1903 	EXP 	page: autoDraw = True
370.1913 	DATA 	Mouse:  Left button up, pos=(481,682)
370.2086 	EXP 	page: autoDraw = True
370.2692 	EXP 	page: autoDraw = True
370.2880 	EXP 	page: autoDraw = True
370.3051 	EXP 	page: autoDraw = True
370.3236 	EXP 	page: autoDraw = True
370.3406 	EXP 	page: autoDraw = True
370.3881 	EXP 	page: autoDraw = True
370.4052 	EXP 	page: autoDraw = True
370.4228 	EXP 	page: autoDraw = True
370.4390 	EXP 	page: autoDraw = True
370.4552 	EXP 	page: autoDraw = True
370.5048 	EXP 	page: autoDraw = True
370.5220 	EXP 	page: autoDraw = True
370.5387 	EXP 	page: autoDraw = True
370.5556 	EXP 	page: autoDraw = True
370.5747 	EXP 	page: autoDraw = True
370.6209 	EXP 	page: autoDraw = True
370.6380 	EXP 	page: autoDraw = True
370.6558 	EXP 	page: autoDraw = True
370.6752 	EXP 	page: autoDraw = True
370.7307 	EXP 	page: autoDraw = True
370.7549 	EXP 	page: autoDraw = True
370.7737 	EXP 	page: autoDraw = True
370.8054 	EXP 	page: autoDraw = True
370.8549 	EXP 	page: autoDraw = True
370.8722 	EXP 	page: autoDraw = True
370.8900 	EXP 	page: autoDraw = True
370.9086 	EXP 	page: autoDraw = True
370.9640 	EXP 	page: autoDraw = True
370.9882 	EXP 	page: autoDraw = True
371.0059 	EXP 	page: autoDraw = True
371.0248 	EXP 	page: autoDraw = True
371.0765 	EXP 	page: autoDraw = True
371.1051 	EXP 	page: autoDraw = True
371.1233 	EXP 	page: autoDraw = True
371.1421 	EXP 	page: autoDraw = True
371.2053 	EXP 	page: autoDraw = True
371.2219 	EXP 	page: autoDraw = True
371.2385 	EXP 	page: autoDraw = True
371.2548 	EXP 	page: autoDraw = True
371.3212 	EXP 	page: autoDraw = True
371.3373 	EXP 	page: autoDraw = True
371.3538 	EXP 	page: autoDraw = True
371.3719 	EXP 	page: autoDraw = True
371.4210 	EXP 	page: autoDraw = True
371.4373 	EXP 	page: autoDraw = True
371.4541 	EXP 	page: autoDraw = True
371.4709 	EXP 	page: autoDraw = True
371.4878 	EXP 	page: autoDraw = True
371.5335 	EXP 	page: autoDraw = True
371.5547 	EXP 	page: autoDraw = True
371.5717 	EXP 	page: autoDraw = True
371.5917 	EXP 	page: autoDraw = True
371.6456 	EXP 	page: autoDraw = True
371.6716 	EXP 	page: autoDraw = True
371.6903 	EXP 	page: autoDraw = True
371.7573 	EXP 	page: autoDraw = True
371.7742 	EXP 	page: autoDraw = True
371.7910 	EXP 	page: autoDraw = True
371.8078 	EXP 	page: autoDraw = True
371.8244 	EXP 	page: autoDraw = True
371.8887 	EXP 	page: autoDraw = True
371.9054 	EXP 	page: autoDraw = True
371.9234 	EXP 	page: autoDraw = True
371.9403 	EXP 	page: autoDraw = True
371.9882 	EXP 	page: autoDraw = True
372.0053 	EXP 	page: autoDraw = True
372.0229 	EXP 	page: autoDraw = True
372.0396 	EXP 	page: autoDraw = True
372.0585 	EXP 	page: autoDraw = True
372.1051 	EXP 	page: autoDraw = True
372.1222 	EXP 	page: autoDraw = True
372.1386 	EXP 	page: autoDraw = True
372.1547 	EXP 	page: autoDraw = True
372.1710 	EXP 	page: autoDraw = True
372.2213 	EXP 	page: autoDraw = True
372.2383 	EXP 	page: autoDraw = True
372.2552 	EXP 	page: autoDraw = True
372.2728 	EXP 	page: autoDraw = True
372.2913 	EXP 	page: autoDraw = True
372.3376 	EXP 	page: autoDraw = True
372.3547 	EXP 	page: autoDraw = True
372.3715 	EXP 	page: autoDraw = True
372.3912 	EXP 	page: autoDraw = True
372.4510 	EXP 	page: autoDraw = True
372.4717 	EXP 	page: autoDraw = True
372.4889 	EXP 	page: autoDraw = True
372.5089 	EXP 	page: autoDraw = True
372.5635 	EXP 	page: autoDraw = True
