29.2596 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1440, 900]. Using actual size
510.9403 	EXP 	page: autoDraw = True
510.9588 	EXP 	page: autoDraw = True
510.9773 	EXP 	page: autoDraw = True
511.0228 	EXP 	page: autoDraw = True
511.0400 	EXP 	page: autoDraw = True
511.0576 	EXP 	page: autoDraw = True
511.0754 	EXP 	page: autoDraw = True
511.1355 	EXP 	page: autoDraw = True
511.1575 	EXP 	page: autoDraw = True
511.1736 	EXP 	page: autoDraw = True
511.1901 	EXP 	page: autoDraw = True
511.2090 	EXP 	page: autoDraw = True
511.2569 	EXP 	page: autoDraw = True
511.2738 	EXP 	page: autoDraw = True
511.2905 	EXP 	page: autoDraw = True
511.3085 	EXP 	page: autoDraw = True
511.3653 	EXP 	page: autoDraw = True
511.3898 	EXP 	page: autoDraw = True
511.4083 	EXP 	page: autoDraw = True
511.4399 	EXP 	page: autoDraw = True
511.4901 	EXP 	page: autoDraw = True
511.5068 	EXP 	page: autoDraw = True
511.5263 	EXP 	page: autoDraw = True
511.5570 	EXP 	page: autoDraw = True
511.6067 	EXP 	page: autoDraw = True
511.6237 	EXP 	page: autoDraw = True
511.6411 	EXP 	page: autoDraw = True
511.6577 	EXP 	page: autoDraw = True
511.6747 	EXP 	page: autoDraw = True
511.7408 	EXP 	page: autoDraw = True
511.7572 	EXP 	page: autoDraw = True
511.7738 	EXP 	page: autoDraw = True
511.7898 	EXP 	page: autoDraw = True
511.8567 	EXP 	page: autoDraw = True
511.8731 	EXP 	page: autoDraw = True
511.8900 	EXP 	page: autoDraw = True
511.9064 	EXP 	page: autoDraw = True
511.9564 	EXP 	page: autoDraw = True
511.9727 	EXP 	page: autoDraw = True
511.9891 	EXP 	page: autoDraw = True
512.0061 	EXP 	page: autoDraw = True
512.0249 	EXP 	page: autoDraw = True
512.0739 	EXP 	page: autoDraw = True
512.0915 	EXP 	page: autoDraw = True
512.1082 	EXP 	page: autoDraw = True
512.1258 	EXP 	page: autoDraw = True
512.1420 	EXP 	page: autoDraw = True
512.1891 	EXP 	page: autoDraw = True
512.2061 	EXP 	page: autoDraw = True
512.2230 	EXP 	page: autoDraw = True
512.2414 	EXP 	page: autoDraw = True
512.2599 	EXP 	page: autoDraw = True
512.3057 	EXP 	page: autoDraw = True
512.3217 	EXP 	page: autoDraw = True
512.3385 	EXP 	page: autoDraw = True
512.3557 	EXP 	page: autoDraw = True
512.3725 	EXP 	page: autoDraw = True
512.4405 	EXP 	page: autoDraw = True
512.4412 	DATA 	Mouse: Left button down, pos=(460,205)
512.4582 	EXP 	page: autoDraw = True
512.4582 	EXP 	stim6: color = '[0.1  0.1  0.25] (rgb)'
512.4744 	EXP 	page: autoDraw = True
512.4901 	EXP 	page: autoDraw = True
512.5396 	EXP 	page: autoDraw = True
512.5561 	EXP 	page: autoDraw = True
512.5729 	EXP 	page: autoDraw = True
512.5892 	EXP 	page: autoDraw = True
512.6065 	EXP 	page: autoDraw = True
512.6739 	EXP 	page: autoDraw = True
512.6748 	DATA 	Mouse:  Left button up, pos=(460,205)
512.6905 	EXP 	page: autoDraw = True
512.7068 	EXP 	page: autoDraw = True
512.7236 	EXP 	page: autoDraw = True
512.7730 	EXP 	page: autoDraw = True
512.7896 	EXP 	page: autoDraw = True
512.8081 	EXP 	page: autoDraw = True
512.8236 	EXP 	page: autoDraw = True
512.8390 	EXP 	page: autoDraw = True
512.8896 	EXP 	page: autoDraw = True
512.9065 	EXP 	page: autoDraw = True
512.9231 	EXP 	page: autoDraw = True
512.9397 	EXP 	page: autoDraw = True
512.9563 	EXP 	page: autoDraw = True
513.0062 	EXP 	page: autoDraw = True
513.0241 	EXP 	page: autoDraw = True
513.0411 	EXP 	page: autoDraw = True
513.0589 	EXP 	page: autoDraw = True
513.1206 	EXP 	page: autoDraw = True
513.1402 	EXP 	page: autoDraw = True
513.1570 	EXP 	page: autoDraw = True
513.1734 	EXP 	page: autoDraw = True
513.1910 	EXP 	page: autoDraw = True
513.2401 	EXP 	page: autoDraw = True
513.2569 	EXP 	page: autoDraw = True
513.2733 	EXP 	page: autoDraw = True
513.2898 	EXP 	page: autoDraw = True
513.3066 	EXP 	page: autoDraw = True
513.3745 	EXP 	page: autoDraw = True
513.3905 	EXP 	page: autoDraw = True
513.4078 	EXP 	page: autoDraw = True
513.4248 	EXP 	page: autoDraw = True
513.4730 	EXP 	page: autoDraw = True
513.4895 	EXP 	page: autoDraw = True
513.5060 	EXP 	page: autoDraw = True
513.5229 	EXP 	page: autoDraw = True
513.5392 	EXP 	page: autoDraw = True
513.5895 	EXP 	page: autoDraw = True
513.6060 	EXP 	page: autoDraw = True
513.6226 	EXP 	page: autoDraw = True
513.6403 	EXP 	page: autoDraw = True
513.6569 	EXP 	page: autoDraw = True
513.7058 	EXP 	page: autoDraw = True
513.7230 	EXP 	page: autoDraw = True
513.7392 	EXP 	page: autoDraw = True
513.7558 	EXP 	page: autoDraw = True
513.7734 	EXP 	page: autoDraw = True
513.8229 	EXP 	page: autoDraw = True
513.8391 	EXP 	page: autoDraw = True
513.8559 	EXP 	page: autoDraw = True
513.8725 	EXP 	page: autoDraw = True
513.8906 	EXP 	page: autoDraw = True
513.9574 	EXP 	page: autoDraw = True
513.9744 	EXP 	page: autoDraw = True
513.9905 	EXP 	page: autoDraw = True
514.0079 	EXP 	page: autoDraw = True
514.0735 	EXP 	page: autoDraw = True
514.0895 	EXP 	page: autoDraw = True
514.1062 	EXP 	page: autoDraw = True
514.1228 	EXP 	page: autoDraw = True
514.1734 	EXP 	page: autoDraw = True
514.1903 	EXP 	page: autoDraw = True
514.2076 	EXP 	page: autoDraw = True
514.2241 	EXP 	page: autoDraw = True
514.2421 	EXP 	page: autoDraw = True
514.2900 	EXP 	page: autoDraw = True
514.3080 	EXP 	page: autoDraw = True
514.3254 	EXP 	page: autoDraw = True
514.3423 	EXP 	page: autoDraw = True
514.3595 	EXP 	page: autoDraw = True
514.4245 	EXP 	page: autoDraw = True
514.4255 	DATA 	Mouse: Left button down, pos=(381,448)
514.4570 	EXP 	page: autoDraw = True
514.4570 	EXP 	stim5: color = '[0.1  0.1  0.25] (rgb)'
514.4754 	EXP 	page: autoDraw = True
514.5234 	EXP 	page: autoDraw = True
514.5411 	EXP 	page: autoDraw = True
514.5580 	EXP 	page: autoDraw = True
514.5740 	EXP 	page: autoDraw = True
514.5907 	EXP 	page: autoDraw = True
514.6577 	EXP 	page: autoDraw = True
514.6583 	DATA 	Mouse:  Left button up, pos=(381,448)
514.6742 	EXP 	page: autoDraw = True
514.6911 	EXP 	page: autoDraw = True
514.7091 	EXP 	page: autoDraw = True
514.7562 	EXP 	page: autoDraw = True
514.7725 	EXP 	page: autoDraw = True
514.7891 	EXP 	page: autoDraw = True
514.8062 	EXP 	page: autoDraw = True
514.8227 	EXP 	page: autoDraw = True
514.8911 	EXP 	page: autoDraw = True
514.9072 	EXP 	page: autoDraw = True
514.9273 	EXP 	page: autoDraw = True
514.9815 	EXP 	page: autoDraw = True
515.0066 	EXP 	page: autoDraw = True
515.0261 	EXP 	page: autoDraw = True
515.0567 	EXP 	page: autoDraw = True
515.1071 	EXP 	page: autoDraw = True
515.1257 	EXP 	page: autoDraw = True
515.1414 	EXP 	page: autoDraw = True
515.1724 	EXP 	page: autoDraw = True
515.2235 	EXP 	page: autoDraw = True
515.2403 	EXP 	page: autoDraw = True
515.2572 	EXP 	page: autoDraw = True
515.2742 	EXP 	page: autoDraw = True
515.2938 	EXP 	page: autoDraw = True
515.3402 	EXP 	page: autoDraw = True
515.3570 	EXP 	page: autoDraw = True
515.3733 	EXP 	page: autoDraw = True
515.3896 	EXP 	page: autoDraw = True
515.4065 	EXP 	page: autoDraw = True
515.4736 	EXP 	page: autoDraw = True
515.4898 	EXP 	page: autoDraw = True
515.5060 	EXP 	page: autoDraw = True
515.5227 	EXP 	page: autoDraw = True
515.5736 	EXP 	page: autoDraw = True
515.5904 	EXP 	page: autoDraw = True
515.6069 	EXP 	page: autoDraw = True
515.6237 	EXP 	page: autoDraw = True
515.6412 	EXP 	page: autoDraw = True
515.6896 	EXP 	page: autoDraw = True
515.6903 	DATA 	Mouse: Left button down, pos=(1089,446)
515.7080 	EXP 	page: autoDraw = True
515.7080 	EXP 	stim1: color = '[0.1  0.1  0.25] (rgb)'
515.7257 	EXP 	page: autoDraw = True
515.7424 	EXP 	page: autoDraw = True
515.7595 	EXP 	page: autoDraw = True
515.8062 	EXP 	page: autoDraw = True
515.8068 	DATA 	Mouse:  Left button up, pos=(1089,446)
515.8243 	EXP 	page: autoDraw = True
515.8425 	EXP 	page: autoDraw = True
515.8598 	EXP 	page: autoDraw = True
515.9149 	EXP 	page: autoDraw = True
515.9402 	EXP 	page: autoDraw = True
515.9574 	EXP 	page: autoDraw = True
515.9741 	EXP 	page: autoDraw = True
515.9929 	EXP 	page: autoDraw = True
516.0402 	EXP 	page: autoDraw = True
516.0574 	EXP 	page: autoDraw = True
516.0742 	EXP 	page: autoDraw = True
516.0903 	EXP 	page: autoDraw = True
516.1063 	EXP 	page: autoDraw = True
516.1563 	EXP 	page: autoDraw = True
516.1730 	EXP 	page: autoDraw = True
516.1900 	EXP 	page: autoDraw = True
516.2097 	EXP 	page: autoDraw = True
516.2713 	EXP 	page: autoDraw = True
516.2896 	EXP 	page: autoDraw = True
516.3064 	EXP 	page: autoDraw = True
516.3246 	EXP 	page: autoDraw = True
516.3433 	EXP 	page: autoDraw = True
516.3894 	EXP 	page: autoDraw = True
516.4059 	EXP 	page: autoDraw = True
516.4226 	EXP 	page: autoDraw = True
516.4406 	EXP 	page: autoDraw = True
516.4571 	EXP 	page: autoDraw = True
516.5065 	EXP 	page: autoDraw = True
516.5241 	EXP 	page: autoDraw = True
516.5410 	EXP 	page: autoDraw = True
516.5421 	DATA 	Mouse: Left button down, pos=(968,680)
516.5604 	EXP 	page: autoDraw = True
516.5604 	EXP 	stim2: color = '[0.1  0.1  0.25] (rgb)'
516.5604 	EXP 	stim1: autoDraw = False
516.5604 	EXP 	stim2: autoDraw = False
516.5604 	EXP 	stim3: autoDraw = False
516.5604 	EXP 	stim4: autoDraw = False
516.5604 	EXP 	stim5: autoDraw = False
516.5604 	EXP 	stim6: autoDraw = False
516.5604 	EXP 	stim7: autoDraw = False
516.5604 	EXP 	stim8: autoDraw = False
516.5604 	EXP 	ref: autoDraw = False
516.9114 	EXP 	New trial (rep=0, index=20): OrderedDict([('ref', 'whale'), ('stim1', 'goat'), ('stim2', 'frog'), ('stim3', 'sparrow'), ('stim4', 'tiger'), ('stim5', 'bluebird'), ('stim6', 'crocodile'), ('stim7', 'snake'), ('stim8', 'elephant')])
516.9398 	DATA 	Mouse:  Left button up, pos=(968,680)
516.9584 	EXP 	stim1: text = 'goat'
516.9584 	EXP 	stim2: text = 'frog'
516.9584 	EXP 	stim3: text = 'sparrow'
516.9584 	EXP 	stim4: text = 'tiger'
516.9584 	EXP 	stim5: text = 'bluebird'
516.9584 	EXP 	stim6: text = 'crocodile'
516.9584 	EXP 	stim7: text = 'snake'
516.9584 	EXP 	stim8: text = 'elephant'
516.9584 	EXP 	ref: text = 'whale'
516.9584 	EXP 	page: text = '21'
516.9584 	EXP 	stim1: color = 'white (named)'
516.9584 	EXP 	stim2: color = 'white (named)'
516.9584 	EXP 	stim3: color = 'white (named)'
516.9584 	EXP 	stim4: color = 'white (named)'
516.9584 	EXP 	stim5: color = 'white (named)'
516.9584 	EXP 	stim6: color = 'white (named)'
516.9584 	EXP 	stim7: color = 'white (named)'
516.9584 	EXP 	stim8: color = 'white (named)'
516.9584 	EXP 	page: autoDraw = True
516.9584 	EXP 	stim1: autoDraw = True
516.9584 	EXP 	stim2: autoDraw = True
516.9584 	EXP 	stim3: autoDraw = True
516.9584 	EXP 	stim4: autoDraw = True
516.9584 	EXP 	stim5: autoDraw = True
516.9584 	EXP 	stim6: autoDraw = True
516.9584 	EXP 	stim7: autoDraw = True
516.9584 	EXP 	stim8: autoDraw = True
516.9584 	EXP 	ref: autoDraw = True
516.9765 	EXP 	page: autoDraw = True
516.9939 	EXP 	page: autoDraw = True
517.0581 	EXP 	page: autoDraw = True
517.0739 	EXP 	page: autoDraw = True
517.0909 	EXP 	page: autoDraw = True
517.1066 	EXP 	page: autoDraw = True
517.1734 	EXP 	page: autoDraw = True
517.1891 	EXP 	page: autoDraw = True
517.2064 	EXP 	page: autoDraw = True
517.2233 	EXP 	page: autoDraw = True
517.2729 	EXP 	page: autoDraw = True
517.2891 	EXP 	page: autoDraw = True
517.3059 	EXP 	page: autoDraw = True
517.3221 	EXP 	page: autoDraw = True
517.3384 	EXP 	page: autoDraw = True
517.3894 	EXP 	page: autoDraw = True
517.4058 	EXP 	page: autoDraw = True
517.4225 	EXP 	page: autoDraw = True
517.4394 	EXP 	page: autoDraw = True
517.4565 	EXP 	page: autoDraw = True
517.5062 	EXP 	page: autoDraw = True
517.5238 	EXP 	page: autoDraw = True
517.5409 	EXP 	page: autoDraw = True
517.5577 	EXP 	page: autoDraw = True
517.5762 	EXP 	page: autoDraw = True
517.6229 	EXP 	page: autoDraw = True
517.6403 	EXP 	page: autoDraw = True
517.6577 	EXP 	page: autoDraw = True
517.6758 	EXP 	page: autoDraw = True
517.6920 	EXP 	page: autoDraw = True
517.7395 	EXP 	page: autoDraw = True
517.7572 	EXP 	page: autoDraw = True
517.7739 	EXP 	page: autoDraw = True
517.7894 	EXP 	page: autoDraw = True
517.8070 	EXP 	page: autoDraw = True
517.8566 	EXP 	page: autoDraw = True
517.8733 	EXP 	page: autoDraw = True
517.8905 	EXP 	page: autoDraw = True
517.9086 	EXP 	page: autoDraw = True
517.9269 	EXP 	page: autoDraw = True
517.9903 	EXP 	page: autoDraw = True
518.0074 	EXP 	page: autoDraw = True
518.0245 	EXP 	page: autoDraw = True
518.0421 	EXP 	page: autoDraw = True
518.1064 	EXP 	page: autoDraw = True
518.1240 	EXP 	page: autoDraw = True
518.1408 	EXP 	page: autoDraw = True
518.1590 	EXP 	page: autoDraw = True
518.2237 	EXP 	page: autoDraw = True
518.2406 	EXP 	page: autoDraw = True
518.2569 	EXP 	page: autoDraw = True
518.2748 	EXP 	page: autoDraw = True
518.3402 	EXP 	page: autoDraw = True
518.3570 	EXP 	page: autoDraw = True
518.3734 	EXP 	page: autoDraw = True
518.3895 	EXP 	page: autoDraw = True
518.4396 	EXP 	page: autoDraw = True
518.4560 	EXP 	page: autoDraw = True
518.4725 	EXP 	page: autoDraw = True
518.4892 	EXP 	page: autoDraw = True
518.5069 	EXP 	page: autoDraw = True
518.5565 	EXP 	page: autoDraw = True
518.5735 	EXP 	page: autoDraw = True
518.5903 	EXP 	page: autoDraw = True
518.6096 	EXP 	page: autoDraw = True
518.6262 	EXP 	page: autoDraw = True
518.6728 	EXP 	page: autoDraw = True
518.6903 	EXP 	page: autoDraw = True
518.7066 	EXP 	page: autoDraw = True
518.7262 	EXP 	page: autoDraw = True
518.7814 	EXP 	page: autoDraw = True
518.8069 	EXP 	page: autoDraw = True
518.8254 	EXP 	page: autoDraw = True
518.8932 	EXP 	page: autoDraw = True
518.9091 	EXP 	page: autoDraw = True
518.9262 	EXP 	page: autoDraw = True
518.9429 	EXP 	page: autoDraw = True
518.9593 	EXP 	page: autoDraw = True
519.0237 	EXP 	page: autoDraw = True
519.0404 	EXP 	page: autoDraw = True
519.0580 	EXP 	page: autoDraw = True
519.0744 	EXP 	page: autoDraw = True
519.1402 	EXP 	page: autoDraw = True
519.1558 	EXP 	page: autoDraw = True
519.1725 	EXP 	page: autoDraw = True
519.1890 	EXP 	page: autoDraw = True
519.2401 	EXP 	page: autoDraw = True
519.2572 	EXP 	page: autoDraw = True
519.2737 	EXP 	page: autoDraw = True
519.2897 	EXP 	page: autoDraw = True
519.3058 	EXP 	page: autoDraw = True
519.3566 	EXP 	page: autoDraw = True
519.3736 	EXP 	page: autoDraw = True
519.3903 	EXP 	page: autoDraw = True
519.4099 	EXP 	page: autoDraw = True
519.4637 	EXP 	page: autoDraw = True
519.4899 	EXP 	page: autoDraw = True
519.5068 	EXP 	page: autoDraw = True
519.5254 	EXP 	page: autoDraw = True
519.5905 	EXP 	page: autoDraw = True
519.6077 	EXP 	page: autoDraw = True
519.6247 	EXP 	page: autoDraw = True
519.6426 	EXP 	page: autoDraw = True
519.7066 	EXP 	page: autoDraw = True
519.7235 	EXP 	page: autoDraw = True
519.7398 	EXP 	page: autoDraw = True
519.7563 	EXP 	page: autoDraw = True
519.8063 	EXP 	page: autoDraw = True
519.8228 	EXP 	page: autoDraw = True
519.8393 	EXP 	page: autoDraw = True
519.8553 	EXP 	page: autoDraw = True
519.8721 	EXP 	page: autoDraw = True
519.9400 	EXP 	page: autoDraw = True
519.9561 	EXP 	page: autoDraw = True
519.9726 	EXP 	page: autoDraw = True
519.9889 	EXP 	page: autoDraw = True
520.0573 	EXP 	page: autoDraw = True
520.0735 	EXP 	page: autoDraw = True
520.0902 	EXP 	page: autoDraw = True
520.1071 	EXP 	page: autoDraw = True
520.1732 	EXP 	page: autoDraw = True
520.1890 	EXP 	page: autoDraw = True
520.2081 	EXP 	page: autoDraw = True
520.2249 	EXP 	page: autoDraw = True
520.2729 	EXP 	page: autoDraw = True
520.2890 	EXP 	page: autoDraw = True
520.3055 	EXP 	page: autoDraw = True
520.3221 	EXP 	page: autoDraw = True
520.3383 	EXP 	page: autoDraw = True
520.3893 	EXP 	page: autoDraw = True
520.4059 	EXP 	page: autoDraw = True
520.4230 	EXP 	page: autoDraw = True
520.4405 	EXP 	page: autoDraw = True
520.4568 	EXP 	page: autoDraw = True
520.5057 	EXP 	page: autoDraw = True
520.5227 	EXP 	page: autoDraw = True
520.5389 	EXP 	page: autoDraw = True
520.5567 	EXP 	page: autoDraw = True
520.5746 	EXP 	page: autoDraw = True
520.6228 	EXP 	page: autoDraw = True
520.6391 	EXP 	page: autoDraw = True
520.6563 	EXP 	page: autoDraw = True
520.6727 	EXP 	page: autoDraw = True
520.6896 	EXP 	page: autoDraw = True
520.7574 	EXP 	page: autoDraw = True
520.7735 	EXP 	page: autoDraw = True
520.7901 	EXP 	page: autoDraw = True
520.8086 	EXP 	page: autoDraw = True
520.8734 	EXP 	page: autoDraw = True
520.8897 	EXP 	page: autoDraw = True
520.9057 	EXP 	page: autoDraw = True
520.9225 	EXP 	page: autoDraw = True
520.9727 	EXP 	page: autoDraw = True
520.9892 	EXP 	page: autoDraw = True
521.0058 	EXP 	page: autoDraw = True
521.0219 	EXP 	page: autoDraw = True
521.0387 	EXP 	page: autoDraw = True
521.0893 	EXP 	page: autoDraw = True
521.1059 	EXP 	page: autoDraw = True
521.1231 	EXP 	page: autoDraw = True
521.1390 	EXP 	page: autoDraw = True
521.1561 	EXP 	page: autoDraw = True
521.2065 	EXP 	page: autoDraw = True
521.2240 	EXP 	page: autoDraw = True
521.2412 	EXP 	page: autoDraw = True
521.2580 	EXP 	page: autoDraw = True
521.2748 	EXP 	page: autoDraw = True
521.3405 	EXP 	page: autoDraw = True
521.3581 	EXP 	page: autoDraw = True
521.3749 	EXP 	page: autoDraw = True
521.3931 	EXP 	page: autoDraw = True
521.4399 	EXP 	page: autoDraw = True
521.4567 	EXP 	page: autoDraw = True
521.4733 	EXP 	page: autoDraw = True
521.4896 	EXP 	page: autoDraw = True
521.5061 	EXP 	page: autoDraw = True
521.5566 	EXP 	page: autoDraw = True
521.5735 	EXP 	page: autoDraw = True
521.5901 	EXP 	page: autoDraw = True
521.6089 	EXP 	page: autoDraw = True
521.6262 	EXP 	page: autoDraw = True
521.6727 	EXP 	page: autoDraw = True
521.6897 	EXP 	page: autoDraw = True
521.7061 	EXP 	page: autoDraw = True
521.7254 	EXP 	page: autoDraw = True
521.7425 	EXP 	page: autoDraw = True
521.7895 	EXP 	page: autoDraw = True
521.8059 	EXP 	page: autoDraw = True
521.8247 	EXP 	page: autoDraw = True
521.8434 	EXP 	page: autoDraw = True
521.8593 	EXP 	page: autoDraw = True
521.9065 	EXP 	page: autoDraw = True
521.9241 	EXP 	page: autoDraw = True
521.9406 	EXP 	page: autoDraw = True
521.9579 	EXP 	page: autoDraw = True
521.9733 	EXP 	page: autoDraw = True
522.0225 	EXP 	page: autoDraw = True
522.0395 	EXP 	page: autoDraw = True
522.0557 	EXP 	page: autoDraw = True
522.0739 	EXP 	page: autoDraw = True
522.0928 	EXP 	page: autoDraw = True
522.1394 	EXP 	page: autoDraw = True
522.1559 	EXP 	page: autoDraw = True
522.1724 	EXP 	page: autoDraw = True
522.1885 	EXP 	page: autoDraw = True
522.2053 	EXP 	page: autoDraw = True
522.2558 	EXP 	page: autoDraw = True
522.2726 	EXP 	page: autoDraw = True
522.2891 	EXP 	page: autoDraw = True
522.3084 	EXP 	page: autoDraw = True
522.3247 	EXP 	page: autoDraw = True
522.3728 	EXP 	page: autoDraw = True
522.3895 	EXP 	page: autoDraw = True
522.4068 	EXP 	page: autoDraw = True
522.4247 	EXP 	page: autoDraw = True
522.4418 	EXP 	page: autoDraw = True
522.4894 	EXP 	page: autoDraw = True
522.5058 	EXP 	page: autoDraw = True
522.5226 	EXP 	page: autoDraw = True
522.5385 	EXP 	page: autoDraw = True
522.5554 	EXP 	page: autoDraw = True
522.6057 	EXP 	page: autoDraw = True
522.6221 	EXP 	page: autoDraw = True
522.6391 	EXP 	page: autoDraw = True
522.6560 	EXP 	page: autoDraw = True
522.6725 	EXP 	page: autoDraw = True
522.7227 	EXP 	page: autoDraw = True
522.7399 	EXP 	page: autoDraw = True
522.7563 	EXP 	page: autoDraw = True
522.7734 	EXP 	page: autoDraw = True
522.7908 	EXP 	page: autoDraw = True
522.8571 	EXP 	page: autoDraw = True
522.8738 	EXP 	page: autoDraw = True
522.8902 	EXP 	page: autoDraw = True
522.9077 	EXP 	page: autoDraw = True
522.9736 	EXP 	page: autoDraw = True
522.9897 	EXP 	page: autoDraw = True
523.0081 	EXP 	page: autoDraw = True
523.0258 	EXP 	page: autoDraw = True
523.0728 	EXP 	page: autoDraw = True
523.0891 	EXP 	page: autoDraw = True
523.1056 	EXP 	page: autoDraw = True
523.1225 	EXP 	page: autoDraw = True
523.1385 	EXP 	page: autoDraw = True
523.1893 	EXP 	page: autoDraw = True
523.2056 	EXP 	page: autoDraw = True
523.2223 	EXP 	page: autoDraw = True
523.2401 	EXP 	page: autoDraw = True
523.2563 	EXP 	page: autoDraw = True
523.3057 	EXP 	page: autoDraw = True
523.3225 	EXP 	page: autoDraw = True
523.3389 	EXP 	page: autoDraw = True
523.3559 	EXP 	page: autoDraw = True
523.3727 	EXP 	page: autoDraw = True
523.4230 	EXP 	page: autoDraw = True
523.4397 	EXP 	page: autoDraw = True
523.4559 	EXP 	page: autoDraw = True
523.4719 	EXP 	page: autoDraw = True
523.4893 	EXP 	page: autoDraw = True
523.5390 	EXP 	page: autoDraw = True
523.5557 	EXP 	page: autoDraw = True
523.5727 	EXP 	page: autoDraw = True
523.5890 	EXP 	page: autoDraw = True
523.6081 	EXP 	page: autoDraw = True
523.6736 	EXP 	page: autoDraw = True
523.6909 	EXP 	page: autoDraw = True
523.7079 	EXP 	page: autoDraw = True
523.7257 	EXP 	page: autoDraw = True
523.7904 	EXP 	page: autoDraw = True
523.8084 	EXP 	page: autoDraw = True
523.8246 	EXP 	page: autoDraw = True
523.8422 	EXP 	page: autoDraw = True
523.9069 	EXP 	page: autoDraw = True
523.9247 	EXP 	page: autoDraw = True
523.9421 	EXP 	page: autoDraw = True
524.0096 	EXP 	page: autoDraw = True
524.0258 	EXP 	page: autoDraw = True
524.0424 	EXP 	page: autoDraw = True
524.0585 	EXP 	page: autoDraw = True
524.0750 	EXP 	page: autoDraw = True
524.1404 	EXP 	page: autoDraw = True
524.1574 	EXP 	page: autoDraw = True
524.1737 	EXP 	page: autoDraw = True
524.1897 	EXP 	page: autoDraw = True
524.2567 	EXP 	page: autoDraw = True
524.2574 	DATA 	Mouse: Left button down, pos=(973,201)
524.2738 	EXP 	page: autoDraw = True
524.2738 	EXP 	stim8: color = '[0.1  0.1  0.25] (rgb)'
524.2898 	EXP 	page: autoDraw = True
524.3060 	EXP 	page: autoDraw = True
524.3561 	EXP 	page: autoDraw = True
524.3725 	EXP 	page: autoDraw = True
524.3892 	EXP 	page: autoDraw = True
524.4057 	EXP 	page: autoDraw = True
524.4218 	EXP 	page: autoDraw = True
524.4727 	EXP 	page: autoDraw = True
524.4733 	DATA 	Mouse:  Left button up, pos=(973,201)
524.4891 	EXP 	page: autoDraw = True
524.5059 	EXP 	page: autoDraw = True
524.5245 	EXP 	page: autoDraw = True
524.5407 	EXP 	page: autoDraw = True
524.5888 	EXP 	page: autoDraw = True
524.6059 	EXP 	page: autoDraw = True
524.6230 	EXP 	page: autoDraw = True
524.6399 	EXP 	page: autoDraw = True
524.6560 	EXP 	page: autoDraw = True
524.7062 	EXP 	page: autoDraw = True
524.7230 	EXP 	page: autoDraw = True
524.7391 	EXP 	page: autoDraw = True
524.7553 	EXP 	page: autoDraw = True
524.7718 	EXP 	page: autoDraw = True
524.8227 	EXP 	page: autoDraw = True
524.8395 	EXP 	page: autoDraw = True
524.8557 	EXP 	page: autoDraw = True
524.8734 	EXP 	page: autoDraw = True
524.9229 	EXP 	page: autoDraw = True
524.9399 	EXP 	page: autoDraw = True
524.9561 	EXP 	page: autoDraw = True
524.9732 	EXP 	page: autoDraw = True
524.9893 	EXP 	page: autoDraw = True
525.0400 	EXP 	page: autoDraw = True
525.0571 	EXP 	page: autoDraw = True
525.0738 	EXP 	page: autoDraw = True
525.0901 	EXP 	page: autoDraw = True
525.1064 	EXP 	page: autoDraw = True
525.1562 	EXP 	page: autoDraw = True
525.1727 	EXP 	page: autoDraw = True
525.1895 	EXP 	page: autoDraw = True
525.2092 	EXP 	page: autoDraw = True
525.2260 	EXP 	page: autoDraw = True
525.2905 	EXP 	page: autoDraw = True
525.3073 	EXP 	page: autoDraw = True
525.3252 	EXP 	page: autoDraw = True
525.3413 	EXP 	page: autoDraw = True
525.3894 	EXP 	page: autoDraw = True
525.4059 	EXP 	page: autoDraw = True
525.4230 	EXP 	page: autoDraw = True
525.4404 	EXP 	page: autoDraw = True
525.4585 	EXP 	page: autoDraw = True
525.5064 	EXP 	page: autoDraw = True
525.5240 	EXP 	page: autoDraw = True
525.5412 	EXP 	page: autoDraw = True
525.5584 	EXP 	page: autoDraw = True
525.5739 	EXP 	page: autoDraw = True
525.6224 	EXP 	page: autoDraw = True
525.6388 	EXP 	page: autoDraw = True
525.6552 	EXP 	page: autoDraw = True
525.6719 	EXP 	page: autoDraw = True
525.6884 	EXP 	page: autoDraw = True
525.7390 	EXP 	page: autoDraw = True
525.7557 	EXP 	page: autoDraw = True
525.7723 	EXP 	page: autoDraw = True
525.7889 	EXP 	page: autoDraw = True
525.8069 	EXP 	page: autoDraw = True
525.8561 	EXP 	page: autoDraw = True
525.8731 	EXP 	page: autoDraw = True
525.8901 	EXP 	page: autoDraw = True
525.9061 	EXP 	page: autoDraw = True
525.9239 	EXP 	page: autoDraw = True
525.9727 	EXP 	page: autoDraw = True
525.9895 	EXP 	page: autoDraw = True
526.0064 	EXP 	page: autoDraw = True
526.0222 	EXP 	page: autoDraw = True
526.0386 	EXP 	page: autoDraw = True
526.0893 	EXP 	page: autoDraw = True
526.1066 	EXP 	page: autoDraw = True
526.1242 	EXP 	page: autoDraw = True
526.1404 	EXP 	page: autoDraw = True
526.1565 	EXP 	page: autoDraw = True
526.2059 	EXP 	page: autoDraw = True
526.2231 	EXP 	page: autoDraw = True
526.2406 	EXP 	page: autoDraw = True
526.2569 	EXP 	page: autoDraw = True
526.2751 	EXP 	page: autoDraw = True
526.3234 	EXP 	page: autoDraw = True
