,Model,LL,Best LL - Ground Truth LL,Num Points,True Model,Observer Noise,Model Noise,RMS Distance,RMS:Sigma,Sampling Method
0,ground truth,-0.4702894004612633,0.11219444446945664,37,2D,2.0,2.0,9.542378791772324,4.771189395886162,gaussian
1,ground truth,-0.46829896817657135,0.11259071187622938,37,2D,2.01,2.01,9.602469858377932,4.777348188247728,gaussian
2,ground truth,-0.44125685592284136,0.11174496018543445,37,2D,2.0199999999999996,2.0199999999999996,10.385679412065107,5.141425451517381,gaussian
3,ground truth,-0.4469166438951668,0.10598174372693164,37,2D,2.0299999999999994,2.0299999999999994,10.561168549795495,5.202546083643102,gaussian
4,ground truth,-0.4828243500174315,0.11724261163347138,37,2D,2.039999999999999,2.039999999999999,9.409202065171419,4.612353953515403,gaussian
5,ground truth,-0.46490233065348435,0.11144413782355594,37,2D,2.049999999999999,2.049999999999999,10.262475684219936,5.006085699619484,gaussian
6,ground truth,-0.4685032374357971,0.11520665955184034,37,2D,2.0599999999999987,2.0599999999999987,10.145025374081051,4.924769599068474,gaussian
7,ground truth,-0.5098006249172622,0.12035278099873165,37,2D,2.0699999999999985,2.0699999999999985,8.698515826644181,4.202181558765308,gaussian
8,ground truth,-0.46848125398195894,0.11231064521848916,37,2D,2.0799999999999983,2.0799999999999983,10.46496233910573,5.031231893800836,gaussian
9,ground truth,-0.5111491940687448,0.12071982360813815,37,2D,2.089999999999998,2.089999999999998,9.497303769686319,4.544164483103506,gaussian
10,ground truth,-0.47103403592779797,0.11157396098133932,37,2D,2.099999999999998,2.099999999999998,9.885433633331917,4.70734934920568,gaussian
11,ground truth,-0.4844092242899875,0.11814489821125812,37,2D,2.1099999999999977,2.1099999999999977,9.660177281087838,4.5782830716056155,gaussian
12,ground truth,-0.4789144165605357,0.11324933170262219,37,2D,2.1199999999999974,2.1199999999999974,9.99144039018341,4.712943580275199,gaussian
13,ground truth,-0.4692408287056079,0.11288724861195548,37,2D,2.1299999999999972,2.1299999999999972,10.663953218341636,5.006550806733169,gaussian
14,ground truth,-0.5577410160818386,0.12697129001906904,37,2D,2.139999999999997,2.139999999999997,8.461384149774991,3.953917826997665,gaussian
15,ground truth,-0.5035091321553568,0.12208619443661517,37,2D,2.149999999999997,2.149999999999997,9.393459078625376,4.369050734244368,gaussian
16,ground truth,-0.46804788128071734,0.11258066757041302,37,2D,2.1599999999999966,2.1599999999999966,10.800306644523882,5.00014196505736,gaussian
17,ground truth,-0.4863506430450906,0.11516975280213043,37,2D,2.1699999999999964,2.1699999999999964,10.0025042293098,4.609448953598994,gaussian
18,ground truth,-0.5466081296895788,0.13068443658765366,37,2D,2.179999999999996,2.179999999999996,8.823849725658837,4.0476374888343365,gaussian
19,ground truth,-0.47673425515497725,0.11010410275952437,37,2D,2.189999999999996,2.189999999999996,10.414610249417482,4.755529794254567,gaussian
20,ground truth,-0.47636166786358847,0.11607413761070301,37,2D,2.1999999999999957,2.1999999999999957,10.1646328754135,4.620287670642509,gaussian
21,ground truth,-0.4914728267093392,0.11254919186433104,37,2D,2.2099999999999955,2.2099999999999955,10.211968500935788,4.620800226667787,gaussian
22,ground truth,-0.4561140555179931,0.10879916910697379,37,2D,2.2199999999999953,2.2199999999999953,10.743444869578648,4.839389580891293,gaussian
23,ground truth,-0.5301614876623001,0.12203871140472117,37,2D,2.229999999999995,2.229999999999995,9.388487206741567,4.210083949211475,gaussian
24,ground truth,-0.4264197718831668,0.10725070449161744,37,2D,2.239999999999995,2.239999999999995,12.390519684186685,5.531482001869069,gaussian
25,ground truth,-0.5203283903458329,0.12267919541348576,37,2D,2.2499999999999947,2.2499999999999947,9.43062635885296,4.191389492823547,gaussian
26,ground truth,-0.5335003838594125,0.12271231626204815,37,2D,2.2599999999999945,2.2599999999999945,9.396583724722893,4.1577804091694315,gaussian
27,ground truth,-0.5061032167067782,0.12005005999106838,37,2D,2.2699999999999942,2.2699999999999942,10.257176739307463,4.5185800613689375,gaussian
28,ground truth,-0.4986448960298157,0.11668736820645287,37,2D,2.279999999999994,2.279999999999994,9.915837471726029,4.3490515226868665,gaussian
29,ground truth,-0.49879599365338867,0.12282859076016728,37,2D,2.289999999999994,2.289999999999994,10.081144268333611,4.402246405385869,gaussian
30,ground truth,-0.5198689691438663,0.11902574853155223,37,2D,2.2999999999999936,2.2999999999999936,9.822884486251466,4.270819341848475,gaussian
31,ground truth,-0.5364392399453115,0.12226878725023382,37,2D,2.3099999999999934,2.3099999999999934,9.591398898547403,4.152120735301918,gaussian
