,Model,LL,Best LL - Ground Truth LL,Num Points,True Model,Observer Noise,Model Noise,RMS Distance,RMS:Sigma,Sampling Method
0,ground truth,-0.8157286312882551,0.16175509422525058,37,2D,2.0,2.0,3.6529758897344955,1.8264879448672477,gaussian
1,ground truth,-0.8042924034049705,0.16059973752107604,37,2D,2.01,2.01,3.595117295184234,1.7886155697434003,gaussian
2,ground truth,-0.7946837922506417,0.155678619231714,37,2D,2.0199999999999996,2.0199999999999996,3.9263526796805,1.9437389503368816,gaussian
3,ground truth,-0.8066965380892941,0.16948747875766745,37,2D,2.0299999999999994,2.0299999999999994,3.8336643418254375,1.8885046018844525,gaussian
4,ground truth,-0.8164834571402201,0.15851152790497292,37,2D,2.039999999999999,2.039999999999999,3.6854558690617374,1.8065960142459505,gaussian
5,ground truth,-0.8243813467413408,0.15420797568373334,37,2D,2.049999999999999,2.049999999999999,3.64863537607928,1.7798221346728202,gaussian
6,ground truth,-0.7956469325532838,0.16163440742498758,37,2D,2.0599999999999987,2.0599999999999987,4.028306389584233,1.955488538633124,gaussian
7,ground truth,-0.8072189592987778,0.15668067054960322,37,2D,2.0699999999999985,2.0699999999999985,3.9833349897398698,1.9243164201641896,gaussian
8,ground truth,-0.7880587646744949,0.15912282006839984,37,2D,2.0799999999999983,2.0799999999999983,4.075675695549009,1.9594594690139482,gaussian
9,ground truth,-0.8247550382128072,0.16787213649135146,37,2D,2.089999999999998,2.089999999999998,3.7234226728245043,1.7815419487198603,gaussian
10,ground truth,-0.7502107724366197,0.15150857572364962,37,2D,2.099999999999998,2.099999999999998,4.741304568698698,2.257764080332716,gaussian
11,ground truth,-0.7627848444273929,0.15927081053872338,37,2D,2.1099999999999977,2.1099999999999977,4.385449197654682,2.0784119420164395,gaussian
12,ground truth,-0.8063163826520293,0.1614675144040446,37,2D,2.1199999999999974,2.1199999999999974,3.9624600769268854,1.8690849419466462,gaussian
13,ground truth,-0.7982112750798563,0.1673296965114921,37,2D,2.1299999999999972,2.1299999999999972,4.063024085350033,1.9075230447652762,gaussian
14,ground truth,-0.8457241340836649,0.1624206473672808,37,2D,2.139999999999997,2.139999999999997,3.6120560479774593,1.6878766579333946,gaussian
