,Model,LL,Best LL - Ground Truth LL,Num Points,True Model,Observer Noise,Model Noise,RMS Distance,RMS:Sigma,Sampling Method
0,ground truth,-0.011874978807108708,0.0031245300309896504,37,2D,0.1,0.1,20.34234099065017,203.42340990650172,gaussian
1,ground truth,-0.011573539118061901,0.0035125839818137116,37,2D,0.11,0.11,18.77557040871327,170.6870037155752,gaussian
2,ground truth,-0.018419589405849635,0.0047571007560884004,37,2D,0.12,0.12,19.2932973777882,160.777478148235,gaussian
3,ground truth,-0.017978264326297996,0.0053319205965683195,37,2D,0.13,0.13,17.68422229128117,136.0324791637013,gaussian
4,ground truth,-0.02087149272797782,0.00558717625877397,37,2D,0.13999999999999999,0.13999999999999999,17.06678495503171,121.90560682165508,gaussian
5,ground truth,-0.02001906905993811,0.005365154389672408,37,2D,0.14999999999999997,0.14999999999999997,18.037142786838302,120.24761857892204,gaussian
6,ground truth,-0.022262379344100018,0.004879335277869226,37,2D,0.15999999999999998,0.15999999999999998,20.561406855639973,128.50879284774985,gaussian
7,ground truth,-0.019010720886940533,0.004981408131083501,37,2D,0.16999999999999998,0.16999999999999998,20.542378114408262,120.83751832004862,gaussian
8,ground truth,-0.025084549380317962,0.006203359909789305,37,2D,0.17999999999999997,0.17999999999999997,22.0906767153881,122.72598175215613,gaussian
9,ground truth,-0.025425092612454115,0.006467264755283118,37,2D,0.18999999999999995,0.18999999999999995,20.550131841200763,108.15858863789879,gaussian
10,ground truth,-0.022885131232714264,0.005821867244076864,37,2D,0.19999999999999996,0.19999999999999996,18.480657737777054,92.4032886888853,gaussian
11,ground truth,-0.023453178192133276,0.00643392995613724,37,2D,0.20999999999999996,0.20999999999999996,21.8709578937484,104.14741854165906,gaussian
12,ground truth,-0.0370528133137585,0.010255761566708384,37,2D,0.21999999999999995,0.21999999999999995,16.14754821087946,73.39794641308848,gaussian
13,ground truth,-0.038064887547341664,0.009208814388177753,37,2D,0.22999999999999995,0.22999999999999995,19.31091997317833,83.96052162251449,gaussian
14,ground truth,-0.03899277519257915,0.00992005052156204,37,2D,0.23999999999999994,0.23999999999999994,21.031108820727866,87.62962008636613,gaussian
15,ground truth,-0.02989368774704728,0.008220596444485369,37,2D,0.24999999999999992,0.24999999999999992,18.57044221970414,74.28176887881659,gaussian
16,ground truth,-0.030501472610555205,0.007699318118864609,37,2D,0.2599999999999999,0.2599999999999999,21.878882894200952,84.14954959308062,gaussian
17,ground truth,-0.0314182896972363,0.008360293382889933,37,2D,0.2699999999999999,0.2699999999999999,20.225043656895085,74.90756909961145,gaussian
18,ground truth,-0.03972610017638112,0.009467156460959709,37,2D,0.2799999999999999,0.2799999999999999,19.57325324767665,69.90447588455949,gaussian
19,ground truth,-0.0378231371038568,0.009712993289825774,37,2D,0.2899999999999999,0.2899999999999999,22.459392086118818,77.44617960730629,gaussian
20,ground truth,-0.04421989460456577,0.011319737525464266,37,2D,0.29999999999999993,0.29999999999999993,18.320627897695605,61.068759658985364,gaussian
21,ground truth,-0.04195602014933697,0.011315713085805083,37,2D,0.30999999999999994,0.30999999999999994,18.36886472719312,59.25440234578427,gaussian
22,ground truth,-0.04230194871705217,0.011111857613094564,37,2D,0.3199999999999999,0.3199999999999999,20.349645814739763,63.59264317106178,gaussian
23,ground truth,-0.04464537164481431,0.01213384714298791,37,2D,0.32999999999999985,0.32999999999999985,19.8117589348439,60.035633135890635,gaussian
24,ground truth,-0.03861491661436686,0.0108050493743964,37,2D,0.33999999999999986,0.33999999999999986,21.79114868920499,64.09161379177941,gaussian
25,ground truth,-0.0500196920492666,0.01280399296959292,37,2D,0.34999999999999987,0.34999999999999987,18.707789355769325,53.45082673076952,gaussian
26,ground truth,-0.04026829557354129,0.010099080330622422,37,2D,0.3599999999999999,0.3599999999999999,22.397399597825107,62.21499888284754,gaussian
27,ground truth,-0.054012156771418365,0.0133842449153804,37,2D,0.3699999999999999,0.3699999999999999,17.9696023786401,48.56649291524353,gaussian
